 Topic_id  Q0  docno              rank  score       tag   
 1         Q0  30629479080525824  343   0.6288359   myRun 
 1         Q0  29746351105380352  344   0.6288131   myRun 
 1         Q0  33255964819853312  345   0.6287867   myRun 
 1         Q0  34640996302065664  346   0.62875867  myRun 
 1         Q0  34763945956876289  347   0.62865204  myRun 
 1         Q0  28974904342740992  348   0.62856215  myRun 
 1         Q0  32266410080079873  349   0.6285219   myRun 
 1         Q0  33479021257822208  350   0.6284442   myRun 
 1         Q0  31081417941188608  351   0.62830275  myRun 
 1         Q0  30598140105072640  352   0.62816674  myRun 
 1         Q0  31007322457247745  353   0.62805194  myRun 
 1         Q0  34637744198123521  354   0.62800753  myRun 
 1         Q0  31776131766026240  355   0.6279312   myRun 
 1         Q0  34614511247818752  356   0.6279075   myRun 
 1         Q0  30732031381999617  357   0.62774765  myRun 
 1         Q0  30067679524032512  358   0.6276857   myRun 
 1         Q0  34574620011003904  359   0.627681    myRun 
 1         Q0  33874557408378880  360   0.627653    myRun 
 1         Q0  35092954200670208  361   0.6275507   myRun 
 1         Q0  30033259387682816  362   0.62749696  myRun 
 1         Q0  34850821568987136  363   0.627429    myRun 
 1         Q0  31492389134667776  364   0.62741494  myRun 
 1         Q0  35006252341792768  365   0.6273648   myRun 
 1         Q0  32804314057543681  366   0.6272584   myRun 
 1         Q0  32579115299110913  367   0.62721056  myRun 
 1         Q0  31485258952089601  368   0.6270723   myRun 
 1         Q0  33442660542840832  369   0.6270524   myRun 
 1         Q0  29580610678820865  370   0.6270442   myRun 
 1         Q0  31015238652399616  371   0.62688076  myRun 
 1         Q0  34951749731090432  372   0.62684304  myRun 
 1         Q0  33935246105772032  373   0.6267762   myRun 
 1         Q0  32991453277855744  374   0.62675726  myRun 
 1         Q0  34549652472725506  375   0.62673503  myRun 
 1         Q0  33169042126667776  376   0.6265659   myRun 
 1         Q0  34572884634501120  377   0.6264838   myRun 
 1         Q0  32124582701830144  378   0.62638706  myRun 
 1         Q0  31762305326784512  379   0.6263101   myRun 
 1         Q0  29201478237294592  380   0.62627214  myRun 
 1         Q0  31745347478880256  381   0.6262469   myRun 
 1         Q0  29583857741205504  382   0.6261961   myRun 
 1         Q0  33153286349524993  383   0.6261226   myRun 
 1         Q0  31008655369314304  384   0.6259679   myRun 
 1         Q0  28972570082541568  385   0.6259515   myRun 
 1         Q0  32350577174253569  386   0.62584186  myRun 
 1         Q0  33976236870991872  387   0.62567675  myRun 
 1         Q0  30616559193952256  388   0.6256398   myRun 
 1         Q0  32777419622457344  389   0.6256157   myRun 
 1         Q0  31119348949061632  390   0.6255575   myRun 
 1         Q0  31986732631064576  391   0.62540734  myRun 
 1         Q0  35035607604400129  392   0.6253817   myRun 
 1         Q0  34475250632769536  393   0.6253029   myRun 
 1         Q0  30591539688247297  394   0.6252339   myRun 
 1         Q0  32934874864156672  395   0.6251377   myRun 
 1         Q0  30976623092170753  396   0.62508994  myRun 
 1         Q0  34835677711433728  397   0.62506074  myRun 
 1         Q0  30656300463427584  398   0.6248557   myRun 
 1         Q0  30921324712960000  399   0.62481713  myRun 
 1         Q0  29698320335110144  400   0.62473303  myRun 
 1         Q0  32142153454985216  401   0.624705    myRun 
 1         Q0  31993040738459648  402   0.62431914  myRun 
 1         Q0  34287037309788161  403   0.6242126   myRun 
 1         Q0  32250344276762624  404   0.6240909   myRun 
 1         Q0  33439073175605248  405   0.6240689   myRun 
 1         Q0  29109203574464512  406   0.62405676  myRun 
 1         Q0  29100379476066304  407   0.6239614   myRun 
 1         Q0  31016423132233728  408   0.62390184  myRun 
 1         Q0  31683709740519424  409   0.6238596   myRun 
 1         Q0  31052961002033152  410   0.62382287  myRun 
 1         Q0  34719695303081984  411   0.6237155   myRun 
 1         Q0  34714645847609344  412   0.62362826  myRun 
 1         Q0  31748642830290944  413   0.62357104  myRun 
 1         Q0  34145219729424384  414   0.62353075  myRun 
 1         Q0  30640635786559489  415   0.6234923   myRun 
 1         Q0  30427114884829184  416   0.6234354   myRun 
 1         Q0  35090988980633600  417   0.62343514  myRun 
 1         Q0  30585644648505344  418   0.6231662   myRun 
 1         Q0  30325761801977856  419   0.62308186  myRun 
 1         Q0  34604484856389632  420   0.62301975  myRun 
 1         Q0  30998974479474688  421   0.6230054   myRun 
 1         Q0  33673707134128128  422   0.62283367  myRun 
 1         Q0  31486484259282944  423   0.6226669   myRun 
 1         Q0  32720150436257792  424   0.6226668   myRun 
 1         Q0  29077472406405120  425   0.6226603   myRun 
 1         Q0  34633773567975424  426   0.6226233   myRun 
 1         Q0  35006651593396224  427   0.62259674  myRun 
 1         Q0  32401915417460737  428   0.6225959   myRun 
 1         Q0  32086095734775810  429   0.6225549   myRun 
 1         Q0  30021553383022592  430   0.6224717   myRun 
 1         Q0  33521585340022784  431   0.6223507   myRun 
 1         Q0  30276766429880320  432   0.62224865  myRun 
 1         Q0  29517280069029888  433   0.62224764  myRun 
 1         Q0  32245587004887041  434   0.62224483  myRun 
 1         Q0  34945584968372224  435   0.6221112   myRun 
 1         Q0  32493470862020609  436   0.62204903  myRun 
 1         Q0  34880799350202368  437   0.62203795  myRun 
 1         Q0  33466934380994560  438   0.6219146   myRun 
 1         Q0  34925209437872128  439   0.62181336  myRun 
 1         Q0  29065287936512002  440   0.62174606  myRun 
 1         Q0  34175419796164608  441   0.62170374  myRun 
 1         Q0  33312678701174784  442   0.621703    myRun 
 1         Q0  33249188615557121  443   0.6216672   myRun 
 1         Q0  30978203006795776  444   0.6216593   myRun 
 1         Q0  32657339324567552  445   0.62151897  myRun 
 1         Q0  29349571586949121  446   0.62134504  myRun 
 1         Q0  31915792522027008  447   0.6213219   myRun 
 1         Q0  32021981738045440  448   0.6212913   myRun 
 1         Q0  29363797743370240  449   0.62124443  myRun 
 1         Q0  30118798518390784  450   0.6211562   myRun 
 1         Q0  32562605679706114  451   0.6210613   myRun 
 1         Q0  34968705469390848  452   0.6209547   myRun 
 1         Q0  30575838902620161  453   0.620949    myRun 
 1         Q0  33609821282377728  454   0.62093276  myRun 
 1         Q0  29916627612995585  455   0.6208751   myRun 
 1         Q0  34106070209138689  456   0.6207808   myRun 
 1         Q0  33649455450292224  457   0.62076294  myRun 
 1         Q0  31050136532553728  458   0.6206077   myRun 
 1         Q0  34853731455467521  459   0.6205925   myRun 
 1         Q0  31295093545635840  460   0.6204407   myRun 
 1         Q0  30141282349228032  461   0.6203655   myRun 
 1         Q0  30018169112363009  462   0.6203655   myRun 
 1         Q0  29998572476825600  463   0.6203655   myRun 
 1         Q0  29970032893104128  464   0.6203655   myRun 
 1         Q0  29968183607689216  465   0.6203655   myRun 
 1         Q0  33223367406395392  466   0.62029874  myRun 
 1         Q0  30222342407847936  467   0.6202589   myRun 
 1         Q0  34998193439637505  468   0.62020004  myRun 
 1         Q0  29878690959589376  469   0.62013435  myRun 
 1         Q0  34212967838908418  470   0.6199824   myRun 
 1         Q0  32548929312661505  471   0.61995125  myRun 
 1         Q0  35108010338680832  472   0.61994225  myRun 
 1         Q0  29468547956613120  473   0.6199076   myRun 
 1         Q0  31987278024806400  474   0.6198124   myRun 
 1         Q0  31935117324713984  475   0.619799    myRun 
 1         Q0  30852161143312384  476   0.6197529   myRun 
 1         Q0  34892593326194689  477   0.6197497   myRun 
 1         Q0  34795164165738496  478   0.6197187   myRun 
 1         Q0  29582409217347584  479   0.6196888   myRun 
 1         Q0  31786519911997440  480   0.6196482   myRun 
 1         Q0  33411492573356032  481   0.61958957  myRun 
 1         Q0  34303174483382273  482   0.6195716   myRun 
 1         Q0  34767633211457536  483   0.6195657   myRun 
 1         Q0  32624281007431680  484   0.6195375   myRun 
 1         Q0  30384125739278336  485   0.6194847   myRun 
 1         Q0  30157306163367936  486   0.61937034  myRun 
 1         Q0  32005604302127104  487   0.61912763  myRun 
 1         Q0  30549249368260610  488   0.61912495  myRun 
 1         Q0  32785032661700609  489   0.619079    myRun 
 1         Q0  31956153168564224  490   0.61902875  myRun 
 1         Q0  32214051111043072  491   0.6189333   myRun 
 1         Q0  34950617440985088  492   0.6188275   myRun 
 1         Q0  30473837996933120  493   0.61872315  myRun 
 1         Q0  30228477894463488  494   0.61868864  myRun 
 1         Q0  34240297676316672  495   0.6184949   myRun 
 1         Q0  32216819351683073  496   0.6184316   myRun 
 1         Q0  31729180412485633  497   0.61837745  myRun 
 1         Q0  33365951722295296  498   0.61836445  myRun 
 1         Q0  33391140686274560  499   0.61835146  myRun 
 1         Q0  30219417262493696  500   0.6182904   myRun 
 1         Q0  30381797938298881  501   0.618153    myRun 
 1         Q0  32315742607122432  502   0.6181322   myRun 
 1         Q0  32342747641806848  503   0.6180216   myRun 
 1         Q0  33524010243330048  504   0.6180077   myRun 
 1         Q0  30010624729686016  505   0.6179541   myRun 
 1         Q0  30971011348303872  506   0.6178737   myRun 
 1         Q0  32098638758936576  507   0.61784333  myRun 
 1         Q0  34876431599140864  508   0.6178115   myRun 
 1         Q0  29552176367931392  509   0.6176828   myRun 
 1         Q0  32418774401417216  510   0.6176608   myRun 
 1         Q0  31681915123666944  511   0.61762506  myRun 
 1         Q0  33699625890222080  512   0.61759883  myRun 
 1         Q0  29939071329505280  513   0.6175901   myRun 
 1         Q0  32056964385087488  514   0.6175547   myRun 
 1         Q0  29507068129976320  515   0.61750144  myRun 
 1         Q0  31557790140997632  516   0.6174329   myRun 
 1         Q0  34711842441928704  517   0.61736476  myRun 
 1         Q0  33452828806615040  518   0.6172792   myRun 
